,Community,Disease,Shared genes,Disease genes,Community size,Ratio disease,Ratio community,Relevance
3926,7,Small nose,2,148,130,0.013513513513513514,0.015384615384615385,0.0002079002079002079
3927,7,Malignant neoplasm of esophagus,8,504,130,0.015873015873015872,0.06153846153846154,0.0009768009768009768
3928,7,Pancreatic Neoplasm,5,498,130,0.010040160642570281,0.038461538461538464,0.0003861600247142416
3929,7,Congenital Epicanthus,3,206,130,0.014563106796116505,0.023076923076923078,0.0003360716952949963
3930,7,Generalized hypotonia,2,475,130,0.004210526315789474,0.015384615384615385,6.477732793522267e-05
3931,7,Endometrial Neoplasms,3,193,130,0.015544041450777202,0.023076923076923078,0.0003587086488640893
3932,7,"Carcinoma, Spindle-Cell",2,156,130,0.01282051282051282,0.015384615384615385,0.0001972386587771203
3933,7,Tumor Initiation,2,190,130,0.010526315789473684,0.015384615384615385,0.00016194331983805668
3934,7,Neurodegenerative Disorders,8,552,130,0.014492753623188406,0.06153846153846154,0.0008918617614269788
3935,7,Depressed nasal bridge,3,221,130,0.013574660633484163,0.023076923076923078,0.00031326139923424994
3936,7,Diffuse Large B-Cell Lymphoma,16,433,130,0.03695150115473441,0.12307692307692308,0.004547877065198082
3937,7,Stomach Neoplasms,9,614,130,0.014657980456026058,0.06923076923076923,0.0010147832623402656
3938,7,High forehead,2,115,130,0.017391304347826087,0.015384615384615385,0.00026755852842809364
3939,7,Leukemogenesis,11,541,130,0.02033271719038817,0.08461538461538462,0.0017204606853405376
3940,7,Long philtrum,3,157,130,0.01910828025477707,0.023076923076923078,0.0004409603135717785
3941,7,Glioblastoma,25,1365,130,0.018315018315018316,0.19230769230769232,0.0035221189067342917
3942,7,Traditional Serrated Adenoma,2,84,130,0.023809523809523808,0.015384615384615385,0.0003663003663003663
3943,7,Medulloblastoma,12,443,130,0.02708803611738149,0.09230769230769231,0.0025004341031429067
3944,7,Concave bridge of nose,3,219,130,0.0136986301369863,0.023076923076923078,0.0003161222339304531
3945,7,Depressed nasal root/bridge,3,219,130,0.0136986301369863,0.023076923076923078,0.0003161222339304531
3946,7,B-Cell Lymphomas,8,540,130,0.014814814814814815,0.06153846153846154,0.0009116809116809118
3947,7,Multiple malignancy,4,146,130,0.0273972602739726,0.03076923076923077,0.0008429926238145417
3948,7,MYELODYSPLASTIC SYNDROME,5,507,130,0.009861932938856016,0.038461538461538464,0.0003793051130329237
3949,7,Malignant Neoplasms,11,1025,130,0.010731707317073172,0.08461538461538462,0.0009080675422138838
3950,7,"Leukemia, Myelocytic, Acute",26,1204,130,0.02159468438538206,0.2,0.004318936877076412
3951,7,Solid Neoplasm,8,615,130,0.013008130081300813,0.06153846153846154,0.0008005003126954346
3952,7,Failure to gain weight,3,405,130,0.007407407407407408,0.023076923076923078,0.00017094017094017097
3953,7,Retinoblastoma,10,405,130,0.024691358024691357,0.07692307692307693,0.001899335232668566
3954,7,Ataxia Telangiectasia,6,304,130,0.019736842105263157,0.046153846153846156,0.0009109311740890688
3955,7,Carcinomatosis,2,145,130,0.013793103448275862,0.015384615384615385,0.00021220159151193635
3956,7,Esophageal carcinoma,10,506,130,0.019762845849802372,0.07692307692307693,0.0015202189115232595
3957,7,Malignant neoplasm of skin,5,240,130,0.020833333333333332,0.038461538461538464,0.0008012820512820513
3958,7,Cryptorchidism,2,316,130,0.006329113924050633,0.015384615384615385,9.737098344693281e-05
3959,7,Carcinoma,3,174,130,0.017241379310344827,0.023076923076923078,0.0003978779840848806
3960,7,Refractory cancer,2,145,130,0.013793103448275862,0.015384615384615385,0.00021220159151193635
3961,7,Pediatric failure to thrive,3,406,130,0.007389162561576354,0.023076923076923078,0.00017051913603637742
3962,7,Cutaneous Melanoma,9,235,130,0.03829787234042553,0.06923076923076923,0.00265139116202946
3963,7,Undergrowth,3,396,130,0.007575757575757576,0.023076923076923078,0.00017482517482517485
3964,7,Burkitt Lymphoma,8,310,130,0.025806451612903226,0.06153846153846154,0.001588089330024814
3965,7,Esophageal Neoplasms,8,470,130,0.01702127659574468,0.06153846153846154,0.0010474631751227496
3966,7,Short neck,2,164,130,0.012195121951219513,0.015384615384615385,0.00018761726078799252
3967,7,Anaplastic astrocytoma,2,136,130,0.014705882352941176,0.015384615384615385,0.00022624434389140272
3968,7,Hereditary Diffuse Gastric Cancer,3,233,130,0.012875536480686695,0.023076923076923078,0.00029712776493892373
3969,7,Colorectal Neoplasms,18,769,130,0.02340702210663199,0.13846153846153847,0.0032409722916875066
3970,7,Squamous cell carcinoma of the head and neck,9,674,130,0.013353115727002967,0.06923076923076923,0.0009244464734078977
3971,7,Glioblastoma Multiforme,15,619,130,0.024232633279483037,0.11538461538461539,0.0027960730707095815
3972,7,Astrocytoma,9,541,130,0.0166358595194085,0.06923076923076923,0.0011517133513436655
3973,7,Malignant neoplasm of breast,62,3424,130,0.018107476635514017,0.47692307692307695,0.00863587347232207
3974,7,"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)",4,196,130,0.02040816326530612,0.03076923076923077,0.0006279434850863422
3975,7,Hyperreflexia,2,233,130,0.008583690987124463,0.015384615384615385,0.00013205678441729945
3976,7,Fanconi Anemia,4,225,130,0.017777777777777778,0.03076923076923077,0.000547008547008547
3977,7,Acquired flat foot,2,89,130,0.02247191011235955,0.015384615384615385,0.00034572169403630077
3978,7,Cerebellar Hypoplasia,2,119,130,0.01680672268907563,0.015384615384615385,0.0002585649644473174
3979,7,Malignant neoplasm of pancreas,20,1290,130,0.015503875968992248,0.15384615384615385,0.0023852116875372692
3980,7,Clinodactyly of the 5th finger,4,130,130,0.03076923076923077,0.03076923076923077,0.0009467455621301776
3981,7,"Myeloid Leukemia, Chronic",9,632,130,0.014240506329113924,0.06923076923076923,0.0009858812074001948
3982,7,Motor Neuron Disease,2,112,130,0.017857142857142856,0.015384615384615385,0.0002747252747252747
3983,7,Epithelial ovarian cancer,19,940,130,0.02021276595744681,0.14615384615384616,0.00295417348608838
3984,7,Bladder Neoplasm,16,864,130,0.018518518518518517,0.12307692307692308,0.002279202279202279
3985,7,Epithelioma,6,230,130,0.02608695652173913,0.046153846153846156,0.0012040133779264214
3986,7,Penile hypospadias,2,145,130,0.013793103448275862,0.015384615384615385,0.00021220159151193635
3987,7,Mammary Tumorigenesis,6,142,130,0.04225352112676056,0.046153846153846156,0.0019501625135427954
3988,7,Curvature of little finger,4,128,130,0.03125,0.03076923076923077,0.0009615384615384616
3989,7,Delayed bone age,2,147,130,0.013605442176870748,0.015384615384615385,0.00020931449502878074
3990,7,Neoplasm Invasiveness,5,147,130,0.034013605442176874,0.038461538461538464,0.0013082155939298798
3991,7,Pancreatic carcinoma,20,1303,130,0.015349194167306216,0.15384615384615385,0.0023614144872778796
3992,7,leukemia,28,1351,130,0.02072538860103627,0.2153846153846154,0.004463929852530889
3993,7,Acute Promyelocytic Leukemia,8,354,130,0.022598870056497175,0.06153846153846154,0.0013906996957844416
3994,7,Malignant tumor of colon,18,1391,130,0.012940330697340043,0.13846153846153847,0.0017917380965547752
3995,7,Carcinogenesis,48,2764,130,0.017366136034732273,0.36923076923076925,0.006412111766670378
3996,7,Colonic Neoplasms,9,563,130,0.015985790408525755,0.06923076923076923,0.0011067085667440908
3997,7,Blast Phase,6,169,130,0.03550295857988166,0.046153846153846156,0.0016385980883022306
3998,7,Fibrosarcoma,6,229,130,0.026200873362445413,0.046153846153846156,0.0012092710782667115
3999,7,Acute leukemia,8,365,130,0.021917808219178082,0.06153846153846154,0.0013487881981032667
4000,7,Noninfiltrating Intraductal Carcinoma,6,221,130,0.027149321266968326,0.046153846153846156,0.0012530455969369998
4001,7,Flatfoot,2,91,130,0.02197802197802198,0.015384615384615385,0.00033812341504649204
4002,7,Adenomatous Polyposis Coli,8,295,130,0.02711864406779661,0.06153846153846154,0.0016688396349413299
4003,7,Carcinoma breast stage IV,5,295,130,0.01694915254237288,0.038461538461538464,0.000651890482398957
4004,7,melanoma,31,1692,130,0.018321513002364065,0.23846153846153847,0.004368976177486815
4005,7,Lung Neoplasms,13,834,130,0.015587529976019185,0.1,0.0015587529976019187
4006,7,Embryonal Rhabdomyosarcoma,2,78,130,0.02564102564102564,0.015384615384615385,0.0003944773175542406
4007,7,Neuroblastoma,23,1185,130,0.019409282700421943,0.17692307692307693,0.0034339500162284976
4008,7,Primary malignant neoplasm,8,735,130,0.010884353741496598,0.06153846153846154,0.0006698063840920984
4009,7,Malignant neoplasm of urinary bladder,18,811,130,0.02219482120838471,0.13846153846153847,0.0030731290903917292
4010,7,Malignant neoplasm of ovary,25,1404,130,0.017806267806267807,0.19230769230769232,0.003424282270436117
4011,7,Amyotrophic Lateral Sclerosis,11,480,130,0.022916666666666665,0.08461538461538462,0.001939102564102564
4012,7,Acute lymphocytic leukemia,7,649,130,0.01078582434514638,0.05384615384615385,0.0005807751570463435
4013,7,Ewings sarcoma,5,266,130,0.018796992481203006,0.038461538461538464,0.0007229612492770387
4014,7,Malignant Glioma,9,372,130,0.024193548387096774,0.06923076923076923,0.001674937965260546
4015,7,"Genetic Diseases, Inborn",3,374,130,0.008021390374331552,0.023076923076923078,0.00018510900863842044
4016,7,Disseminated Malignant Neoplasm,2,154,130,0.012987012987012988,0.015384615384615385,0.00019980019980019983
4017,7,Hypospadias,2,154,130,0.012987012987012988,0.015384615384615385,0.00019980019980019983
4018,7,Monosomy,2,119,130,0.01680672268907563,0.015384615384615385,0.0002585649644473174
4019,7,Malignant neoplasm of mouth,7,363,130,0.01928374655647383,0.05384615384615385,0.0010383555838101293
4020,7,Pancreatic Ductal Adenocarcinoma,5,507,130,0.009861932938856016,0.038461538461538464,0.0003793051130329237
4021,7,Myeloid Leukemia,6,369,130,0.016260162601626018,0.046153846153846156,0.0007504690431519701
4022,7,"Acute Myeloid Leukemia, M1",2,96,130,0.020833333333333332,0.015384615384615385,0.0003205128205128205
4023,7,Central neuroblastoma,24,1152,130,0.020833333333333332,0.18461538461538463,0.0038461538461538464
4024,7,"Carcinoma, Papillary",2,154,130,0.012987012987012988,0.015384615384615385,0.00019980019980019983
4025,7,Tumor Progression,17,1443,130,0.01178101178101178,0.13076923076923078,0.001540593848286156
4026,7,Carcinoma of bladder,15,819,130,0.018315018315018316,0.11538461538461539,0.002113271344040575
4027,7,Hemoglobin low,2,140,130,0.014285714285714285,0.015384615384615385,0.00021978021978021978
4028,7,Postnatal growth retardation,2,73,130,0.0273972602739726,0.015384615384615385,0.00042149631190727084
4029,7,Malignant Head and Neck Neoplasm,4,346,130,0.011560693641618497,0.03076923076923077,0.0003557136505113384
4030,7,Colon Carcinoma,17,1442,130,0.011789181692094313,0.13076923076923078,0.001541662221273872
4031,7,Hypertrophic Cardiomyopathy,2,247,130,0.008097165991902834,0.015384615384615385,0.00012457178449081283
4032,7,Mucoepidermoid Carcinoma,3,60,130,0.05,0.023076923076923078,0.001153846153846154
4033,7,Lip and Oral Cavity Carcinoma,6,348,130,0.017241379310344827,0.046153846153846156,0.0007957559681697613
4034,7,Seckel syndrome,3,34,130,0.08823529411764706,0.023076923076923078,0.0020361990950226246
4035,7,Ependymoma,3,104,130,0.028846153846153848,0.023076923076923078,0.0006656804733727812
4036,7,Adult Hepatocellular Carcinoma,2,81,130,0.024691358024691357,0.015384615384615385,0.0003798670465337132
4037,7,Childhood Medulloblastoma,2,78,130,0.02564102564102564,0.015384615384615385,0.0003944773175542406
4038,7,Neurofibromatosis 1,3,163,130,0.018404907975460124,0.023076923076923078,0.00042472864558754136
4039,7,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",7,261,130,0.02681992337164751,0.05384615384615385,0.0014441497200117892
4040,7,Neoplasm of uncertain or unknown behavior of ovary,2,33,130,0.06060606060606061,0.015384615384615385,0.0009324009324009325
4041,7,Sandal gap,2,33,130,0.06060606060606061,0.015384615384615385,0.0009324009324009325
4042,7,Anoxia,5,218,130,0.022935779816513763,0.038461538461538464,0.0008821453775582216
4043,7,Familial Alzheimer Disease (FAD),2,147,130,0.013605442176870748,0.015384615384615385,0.00020931449502878074
4044,7,Adenocarcinoma,21,1186,130,0.01770657672849916,0.16153846153846155,0.0028602931638344797
4045,7,Liver and Intrahepatic Biliary Tract Carcinoma,9,439,130,0.02050113895216401,0.06923076923076923,0.0014193096197652006
4046,7,Thyroid carcinoma,8,517,130,0.015473887814313346,0.06153846153846154,0.0009522392501115906
4047,7,Down Syndrome,6,348,130,0.017241379310344827,0.046153846153846156,0.0007957559681697613
4048,7,Epilepsy,4,826,130,0.004842615012106538,0.03076923076923077,0.00014900353883404732
4049,7,Female Breast Carcinoma,2,44,130,0.045454545454545456,0.015384615384615385,0.0006993006993006994
4050,7,Malignant Childhood Neoplasm,4,73,130,0.0547945205479452,0.03076923076923077,0.0016859852476290833
4051,7,Secondary malignant neoplasm of lymph node,19,889,130,0.021372328458942633,0.14615384615384616,0.0031236480055377696
4052,7,liposarcoma,4,104,130,0.038461538461538464,0.03076923076923077,0.0011834319526627221
4053,7,"Carcinoma, Transitional Cell",4,295,130,0.013559322033898305,0.03076923076923077,0.00041720990873533246
4054,7,Primary malignant neoplasm of lung,20,1556,130,0.012853470437017995,0.15384615384615385,0.001977456990310461
4055,7,Brain Neoplasms,11,465,130,0.023655913978494623,0.08461538461538462,0.002001654259718776
4056,7,Chromosome Breakage,2,40,130,0.05,0.015384615384615385,0.0007692307692307693
4057,7,Atrial Premature Complexes,3,87,130,0.034482758620689655,0.023076923076923078,0.0007957559681697613
4058,7,Acute Myeloid Leukemia (AML-M2),2,98,130,0.02040816326530612,0.015384615384615385,0.0003139717425431711
4059,7,Malignant neoplasm of thyroid,6,368,130,0.016304347826086956,0.046153846153846156,0.0007525083612040134
4060,7,synovial sarcoma,5,167,130,0.029940119760479042,0.038461538461538464,0.0011515430677107325
4061,7,Spinal Muscular Atrophy,5,152,130,0.03289473684210526,0.038461538461538464,0.0012651821862348178
4062,7,Breast Carcinoma,61,3337,130,0.018279892118669462,0.46923076923076923,0.008577487840298747
4063,7,Upward slant of palpebral fissure,2,100,130,0.02,0.015384615384615385,0.0003076923076923077
4064,7,Precursor Cell Lymphoblastic Leukemia Lymphoma,8,445,130,0.017977528089887642,0.06153846153846154,0.0011063094209161626
4065,7,Promyelocytic leukemia,5,178,130,0.028089887640449437,0.038461538461538464,0.00108038029386344
4066,7,"Low-set, posteriorly rotated ears",2,118,130,0.01694915254237288,0.015384615384615385,0.0002607561929595828
4067,7,Squamous cell carcinoma of esophagus,17,720,130,0.02361111111111111,0.13076923076923078,0.0030876068376068377
4068,7,Frontotemporal dementia,2,115,130,0.017391304347826087,0.015384615384615385,0.00026755852842809364
4069,7,mixed gliomas,2,62,130,0.03225806451612903,0.015384615384615385,0.0004962779156327543
4070,7,Skin Neoplasms,4,194,130,0.020618556701030927,0.03076923076923077,0.0006344171292624901
4071,7,Death in early childhood,2,85,130,0.023529411764705882,0.015384615384615385,0.00036199095022624434
4072,7,"Carcinoma, Cribriform",2,93,130,0.021505376344086023,0.015384615384615385,0.0003308519437551696
4073,7,"Carcinoma, Granular Cell",2,93,130,0.021505376344086023,0.015384615384615385,0.0003308519437551696
4074,7,Anaplastic thyroid carcinoma,3,137,130,0.021897810218978103,0.023076923076923078,0.0005053340819764178
4075,7,Congenital chromosomal disease,8,361,130,0.0221606648199446,0.06153846153846154,0.0013637332196888984
4076,7,"Adenocarcinoma, Endometrioid",5,55,130,0.09090909090909091,0.038461538461538464,0.003496503496503497
4077,7,"Adenocarcinoma, Oxyphilic",2,98,130,0.02040816326530612,0.015384615384615385,0.0003139717425431711
4078,7,Malignant neoplasm of female breast,2,45,130,0.044444444444444446,0.015384615384615385,0.0006837606837606839
4079,7,Death in infancy,2,84,130,0.023809523809523808,0.015384615384615385,0.0003663003663003663
4080,7,Invasive Carcinoma,5,121,130,0.04132231404958678,0.038461538461538464,0.001589319771137953
4081,7,Adult Glioblastoma,2,146,130,0.0136986301369863,0.015384615384615385,0.00021074815595363542
4082,7,cervical cancer,8,679,130,0.011782032400589101,0.06153846153846154,0.0007250481477285601
4083,7,Muscle hypotonia,2,335,130,0.005970149253731343,0.015384615384615385,9.184845005740529e-05
4084,7,"Adenocarcinoma, Basal Cell",2,94,130,0.02127659574468085,0.015384615384615385,0.0003273322422258593
4085,7,Malignant neoplasm of lung,21,1671,130,0.012567324955116697,0.16153846153846155,0.0020301063389034668
4086,7,Wide nose,2,57,130,0.03508771929824561,0.015384615384615385,0.0005398110661268556
4087,7,Hyperactive behavior,5,505,130,0.009900990099009901,0.038461538461538464,0.0003808073115003808
4088,7,Malignant Peripheral Nerve Sheath Tumor,3,145,130,0.020689655172413793,0.023076923076923078,0.0004774535809018568
4089,7,Congenital contractural arachnodactyly,3,162,130,0.018518518518518517,0.023076923076923078,0.00042735042735042735
4090,7,Growth failure,2,162,130,0.012345679012345678,0.015384615384615385,0.0001899335232668566
4091,7,Ovarian Carcinoma,28,1507,130,0.0185799601857996,0.2153846153846154,0.004001837578479914
4092,7,Adenoid Cystic Carcinoma,6,159,130,0.03773584905660377,0.046153846153846156,0.0017416545718432512
4093,7,Congenital Abnormality,6,435,130,0.013793103448275862,0.046153846153846156,0.000636604774535809
4094,7,Childhood Glioblastoma,2,144,130,0.013888888888888888,0.015384615384615385,0.00021367521367521368
4095,7,Malignant tumor of cervix,8,623,130,0.012841091492776886,0.06153846153846154,0.0007902210149401161
4096,7,Charcot-Marie-Tooth Disease,2,222,130,0.009009009009009009,0.015384615384615385,0.00013860013860013862
4097,7,Cervix carcinoma,12,772,130,0.015544041450777202,0.09230769230769231,0.0014348345954563572
4098,7,Sparse scalp hair,2,53,130,0.03773584905660377,0.015384615384615385,0.0005805515239477504
4099,7,Developmental delay (disorder),5,148,130,0.033783783783783786,0.038461538461538464,0.0012993762993762994
4100,7,Melanocytic nevus,3,155,130,0.01935483870967742,0.023076923076923078,0.00044665012406947896
4101,7,Lymphoma,20,907,130,0.022050716648291068,0.15384615384615385,0.0033924179458909337
4102,7,Gallbladder Carcinoma,3,176,130,0.017045454545454544,0.023076923076923078,0.00039335664335664333
4103,7,Hematopoietic Neoplasms,2,147,130,0.013605442176870748,0.015384615384615385,0.00020931449502878074
4104,7,Malignant neoplasm of prostate,45,2191,130,0.020538566864445457,0.34615384615384615,0.007109503914615735
4105,7,Werner Syndrome,3,78,130,0.038461538461538464,0.023076923076923078,0.0008875739644970415
4106,7,Nephroblastoma,5,271,130,0.01845018450184502,0.038461538461538464,0.0007096224808401931
4107,7,Transitional cell carcinoma of bladder,3,129,130,0.023255813953488372,0.023076923076923078,0.0005366726296958856
4108,7,Polyhydramnios,2,96,130,0.020833333333333332,0.015384615384615385,0.0003205128205128205
4109,7,Soft Tissue Neoplasms,3,69,130,0.043478260869565216,0.023076923076923078,0.0010033444816053513
4110,7,Papilloma,3,155,130,0.01935483870967742,0.023076923076923078,0.00044665012406947896
4111,7,Seizures,2,816,130,0.0024509803921568627,0.015384615384615385,3.770739064856712e-05
4112,7,Adult Medulloblastoma,2,54,130,0.037037037037037035,0.015384615384615385,0.0005698005698005698
4113,7,Myeloproliferative disease,6,197,130,0.030456852791878174,0.046153846153846156,0.001405700898086685
4114,7,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,2,82,130,0.024390243902439025,0.015384615384615385,0.00037523452157598504
4115,7,Dwarfism,2,206,130,0.009708737864077669,0.015384615384615385,0.0001493651979088872
4116,7,oligodendroglioma,2,140,130,0.014285714285714285,0.015384615384615385,0.00021978021978021978
4117,7,Malignant neoplasm of liver,9,567,130,0.015873015873015872,0.06923076923076923,0.001098901098901099
4118,7,Cervical Adenocarcinoma,2,56,130,0.03571428571428571,0.015384615384615385,0.0005494505494505495
4119,7,Childhood Acute Lymphoblastic Leukemia,6,320,130,0.01875,0.046153846153846156,0.0008653846153846154
4120,7,"Breast Cancer, Familial",4,119,130,0.03361344537815126,0.03076923076923077,0.0010342598577892696
4121,7,Defective tooth enamel,2,37,130,0.05405405405405406,0.015384615384615385,0.0008316008316008316
4122,7,Dystrophic tooth enamel,2,37,130,0.05405405405405406,0.015384615384615385,0.0008316008316008316
4123,7,Cardiomyopathies,3,345,130,0.008695652173913044,0.023076923076923078,0.00020066889632107025
4124,7,Abnormality of dental enamel,2,40,130,0.05,0.015384615384615385,0.0007692307692307693
4125,7,Osteoarthrosis Deformans,3,72,130,0.041666666666666664,0.023076923076923078,0.0009615384615384616
4126,7,Neurofibromatosis 2,4,58,130,0.06896551724137931,0.03076923076923077,0.0021220159151193636
4127,7,Primary Effusion Lymphoma,5,118,130,0.0423728813559322,0.038461538461538464,0.0016297262059973925
4128,7,Mouth Neoplasms,2,103,130,0.019417475728155338,0.015384615384615385,0.0002987303958177744
4129,7,Head and Neck Neoplasms,4,85,130,0.047058823529411764,0.03076923076923077,0.0014479638009049773
4130,7,Nijmegen Breakage Syndrome,2,52,130,0.038461538461538464,0.015384615384615385,0.0005917159763313611
4131,7,"Carcinoma, Endometrioid",3,90,130,0.03333333333333333,0.023076923076923078,0.0007692307692307692
4132,7,Hereditary Nonpolyposis Colorectal Cancer,4,100,130,0.04,0.03076923076923077,0.0012307692307692308
4133,7,Well Differentiated Oligodendroglioma,3,134,130,0.022388059701492536,0.023076923076923078,0.0005166475315729047
4134,7,Joint stiffness,2,92,130,0.021739130434782608,0.015384615384615385,0.00033444816053511704
4135,7,Nasopharyngeal carcinoma,10,549,130,0.018214936247723135,0.07692307692307693,0.001401148942132549
4136,7,Mammary Ductal Carcinoma,2,54,130,0.037037037037037035,0.015384615384615385,0.0005698005698005698
4137,7,Absent tendon reflex,2,104,130,0.019230769230769232,0.015384615384615385,0.00029585798816568053
4138,7,Flexion contracture of proximal interphalangeal joint,3,86,130,0.03488372093023256,0.023076923076923078,0.0008050089445438283
4139,7,"Reflex, Deep Tendon, Absent",2,106,130,0.018867924528301886,0.015384615384615385,0.0002902757619738752
4140,7,Absent reflex,2,106,130,0.018867924528301886,0.015384615384615385,0.0002902757619738752
4141,7,Malignant mesothelioma,7,244,130,0.028688524590163935,0.05384615384615385,0.001544766708701135
4142,7,HER2 gene amplification,3,47,130,0.06382978723404255,0.023076923076923078,0.0014729950900163665
4143,7,Malignant Uterine Corpus Neoplasm,2,24,130,0.08333333333333333,0.015384615384615385,0.001282051282051282
4144,7,Non-Small Cell Lung Carcinoma,31,1522,130,0.020367936925098553,0.23846153846153847,0.004856969574446578
4145,7,"Adenocarcinoma, Tubular",2,97,130,0.020618556701030927,0.015384615384615385,0.00031720856463124506
4146,7,Thyroid Neoplasm,8,340,130,0.023529411764705882,0.06153846153846154,0.0014479638009049773
4147,7,Narrow face,3,52,130,0.057692307692307696,0.023076923076923078,0.0013313609467455623
4148,7,Thin face,3,52,130,0.057692307692307696,0.023076923076923078,0.0013313609467455623
4149,7,Broad cranium shape,2,94,130,0.02127659574468085,0.015384615384615385,0.0003273322422258593
4150,7,Wide skull shape,2,94,130,0.02127659574468085,0.015384615384615385,0.0003273322422258593
4151,7,Malignant neoplasm of kidney,4,302,130,0.013245033112582781,0.03076923076923077,0.0004075394803871625
4152,7,Mesothelioma,5,276,130,0.018115942028985508,0.038461538461538464,0.0006967670011148272
4153,7,Cystadenoma,2,43,130,0.046511627906976744,0.015384615384615385,0.0007155635062611807
4154,7,High grade serous carcinoma,2,27,130,0.07407407407407407,0.015384615384615385,0.0011396011396011395
4155,7,Uterine Cervical Neoplasm,3,96,130,0.03125,0.023076923076923078,0.0007211538461538462
4156,7,Ki-1+ Anaplastic Large Cell Lymphoma,6,169,130,0.03550295857988166,0.046153846153846156,0.0016385980883022306
4157,7,"Adenocarcinoma, Clear Cell",4,88,130,0.045454545454545456,0.03076923076923077,0.0013986013986013988
4158,7,Brachycephaly,2,100,130,0.02,0.015384615384615385,0.0003076923076923077
4159,7,Meningioma,7,313,130,0.022364217252396165,0.05384615384615385,0.001204227082821332
4160,7,Sloping forehead,2,67,130,0.029850746268656716,0.015384615384615385,0.0004592422502870264
4161,7,Malignant neoplasm of endometrium,8,407,130,0.019656019656019656,0.06153846153846154,0.0012096012096012097
4162,7,Fibroid Tumor,6,225,130,0.02666666666666667,0.046153846153846156,0.0012307692307692308
4163,7,Gastrointestinal Neoplasms,5,94,130,0.05319148936170213,0.038461538461538464,0.0020458265139116204
4164,7,Thrombocytopenia,3,246,130,0.012195121951219513,0.023076923076923078,0.00028142589118198874
4165,7,precancerous lesions,2,101,130,0.019801980198019802,0.015384615384615385,0.0003046458492003047
4166,7,Sporadic Breast Carcinoma,3,120,130,0.025,0.023076923076923078,0.000576923076923077
4167,7,Conventional (Clear Cell) Renal Cell Carcinoma,3,443,130,0.006772009029345372,0.023076923076923078,0.00015627713144643167
4168,7,Reticulocyte count (procedure),2,150,130,0.013333333333333334,0.015384615384615385,0.00020512820512820514
4169,7,Neurogenic Muscular Atrophy,2,168,130,0.011904761904761904,0.015384615384615385,0.00018315018315018315
4170,7,Fallopian Tube Carcinoma,2,18,130,0.1111111111111111,0.015384615384615385,0.0017094017094017094
4171,7,Hormone refractory prostate cancer,2,103,130,0.019417475728155338,0.015384615384615385,0.0002987303958177744
4172,7,Renal Cell Carcinoma,18,923,130,0.01950162513542795,0.13846153846153847,0.0027002250187515625
4173,7,Low Birth Weights,2,73,130,0.0273972602739726,0.015384615384615385,0.00042149631190727084
4174,7,Small for gestational age (disorder),2,73,130,0.0273972602739726,0.015384615384615385,0.00042149631190727084
4175,7,Uterine Fibroids,5,251,130,0.0199203187250996,0.038461538461538464,0.0007661661048115232
4176,7,Neoplastic Cell Transformation,4,100,130,0.04,0.03076923076923077,0.0012307692307692308
4177,7,Familial multiple trichoepitheliomata,3,121,130,0.024793388429752067,0.023076923076923078,0.0005721551176096631
4178,7,Weight decreased,2,121,130,0.01652892561983471,0.015384615384615385,0.0002542911633820725
4179,7,"Hip Dislocation, Congenital",2,67,130,0.029850746268656716,0.015384615384615385,0.0004592422502870264
4180,7,Inflammatory Myofibroblastic Tumor,4,31,130,0.12903225806451613,0.03076923076923077,0.003970223325062035
4181,7,Recurrent tumor,6,249,130,0.024096385542168676,0.046153846153846156,0.001112140871177016
4182,7,Cerebellar degeneration,2,143,130,0.013986013986013986,0.015384615384615385,0.00021516944593867672
4183,7,Herpes Simplex Infections,6,355,130,0.016901408450704224,0.046153846153846156,0.0007800650054171181
4184,7,Brain Ischemia,4,192,130,0.020833333333333332,0.03076923076923077,0.000641025641025641
4185,7,Blepharoptosis,3,242,130,0.012396694214876033,0.023076923076923078,0.00028607755880483154
4186,7,Spina Bifida,2,69,130,0.028985507246376812,0.015384615384615385,0.0004459308807134894
4187,7,Anaplastic Oligodendroglioma,3,48,130,0.0625,0.023076923076923078,0.0014423076923076924
4188,7,T-Cell Lymphoma,8,233,130,0.034334763948497854,0.06153846153846154,0.002112908550676791
4189,7,Uterine Corpus Cancer,8,406,130,0.019704433497536946,0.06153846153846154,0.0012125805229253506
4190,7,Adenosquamous carcinoma,2,45,130,0.044444444444444446,0.015384615384615385,0.0006837606837606839
4191,7,Cholangiocarcinoma,2,322,130,0.006211180124223602,0.015384615384615385,9.555661729574773e-05
4192,7,MIXED LINEAGE LEUKEMIA,6,137,130,0.043795620437956206,0.046153846153846156,0.0020213363279056712
4193,7,Arthrogryposis,3,221,130,0.013574660633484163,0.023076923076923078,0.00031326139923424994
4194,7,Prominent ear,2,63,130,0.031746031746031744,0.015384615384615385,0.0004884004884004884
4195,7,Neurilemmoma,4,102,130,0.0392156862745098,0.03076923076923077,0.0012066365007541479
4196,7,Osteogenesis Imperfecta,3,150,130,0.02,0.023076923076923078,0.0004615384615384616
4197,8,Mental and motor retardation,41,802,824,0.05112219451371571,0.04975728155339806,0.002543701426046534
4198,8,Small head,23,470,824,0.04893617021276596,0.027912621359223302,0.0013659367899194383
